15
1 2 39.0
1 3 15.0
1 4 69.0
1 5 24.0
1 6 29.0
1 7 17.0
1 8 84.0
1 9 7.0
1 10 6.0
1 11 17.0
1 12 14.0
1 13 61.0
1 14 72.0
1 15 37.0
2 3 99.0
2 4 19.0
2 5 18.0
2 6 47.0
2 7 19.0
2 8 78.0
2 9 78.0
2 10 18.0
2 11 42.0
2 12 12.0
2 13 29.0
2 14 46.0
2 15 53.0
3 4 97.0
3 5 44.0
3 6 94.0
3 7 61.0
3 8 92.0
3 9 10.0
3 10 22.0
3 11 81.0
3 12 99.0
3 13 27.0
3 14 81.0
3 15 2.0
4 5 68.0
4 6 51.0
4 7 12.0
4 8 67.0
4 9 85.0
4 10 66.0
4 11 92.0
4 12 16.0
4 13 67.0
4 14 47.0
4 15 15.0
5 6 61.0
5 7 76.0
5 8 58.0
5 9 79.0
5 10 26.0
5 11 4.0
5 12 86.0
5 13 46.0
5 14 11.0
5 15 81.0
6 7 78.0
6 8 99.0
6 9 74.0
6 10 53.0
6 11 99.0
6 12 46.0
6 13 70.0
6 14 62.0
6 15 51.0
7 8 26.0
7 9 92.0
7 10 47.0
7 11 47.0
7 12 40.0
7 13 50.0
7 14 56.0
7 15 24.0
8 9 29.0
8 10 62.0
8 11 99.0
8 12 39.0
8 13 49.0
8 14 96.0
8 15 49.0
9 10 1.0
9 11 18.0
9 12 72.0
9 13 22.0
9 14 30.0
9 15 75.0
10 11 99.0
10 12 1.0
10 13 24.0
10 14 18.0
10 15 84.0
11 12 100.0
11 13 19.0
11 14 30.0
11 15 78.0
12 13 67.0
12 14 21.0
12 15 12.0
13 14 55.0
13 15 26.0
14 15 52.0
