14
1 2 1.0
1 3 20.0
1 4 56.0
1 5 32.0
1 6 88.0
1 7 35.0
1 8 64.0
1 9 25.0
1 10 90.0
1 11 66.0
1 12 31.0
1 13 16.0
1 14 26.0
2 3 60.0
2 4 42.0
2 5 82.0
2 6 31.0
2 7 93.0
2 8 24.0
2 9 85.0
2 10 26.0
2 11 47.0
2 12 21.0
2 13 76.0
2 14 14.0
3 4 61.0
3 5 87.0
3 6 1.0
3 7 48.0
3 8 72.0
3 9 12.0
3 10 30.0
3 11 41.0
3 12 24.0
3 13 96.0
3 14 23.0
4 5 43.0
4 6 25.0
4 7 66.0
4 8 3.0
4 9 99.0
4 10 19.0
4 11 24.0
4 12 92.0
4 13 41.0
4 14 85.0
5 6 84.0
5 7 48.0
5 8 63.0
5 9 62.0
5 10 29.0
5 11 93.0
5 12 81.0
5 13 72.0
5 14 81.0
6 7 73.0
6 8 78.0
6 9 38.0
6 10 68.0
6 11 94.0
6 12 70.0
6 13 90.0
6 14 56.0
7 8 44.0
7 9 5.0
7 10 41.0
7 11 69.0
7 12 55.0
7 13 38.0
7 14 42.0
8 9 77.0
8 10 94.0
8 11 27.0
8 12 41.0
8 13 10.0
8 14 42.0
9 10 26.0
9 11 64.0
9 12 90.0
9 13 35.0
9 14 47.0
10 11 62.0
10 12 17.0
10 13 73.0
10 14 33.0
11 12 24.0
11 13 19.0
11 14 62.0
12 13 30.0
12 14 92.0
13 14 62.0
